Month,Day,Year,Houston,Raleigh
11,12,2002,60.9,61.5
11,13,2002,55.5,50.6
11,14,2002,57.2,45.1
11,15,2002,61.8,50.5
11,16,2002,53.3,57.3
11,17,2002,52.4,50
11,18,2002,61.2,42.3
11,19,2002,63.5,43
11,20,2002,58.8,45.6
11,21,2002,59.1,48.9
11,22,2002,58.4,49.8
11,23,2002,52.8,42.1
11,24,2002,59.9,46.4
11,25,2002,62.9,49.2
11,26,2002,51.1,45.6
11,27,2002,45.6,44
11,28,2002,48.1,33.6
11,29,2002,47.8,34.1
11,30,2002,61,50.3
12,1,2002,50.7,39.7
12,2,2002,54.3,35.3
12,3,2002,65.4,41.5
12,4,2002,59.2,28.4
12,5,2002,41.8,31.5
12,6,2002,40.8,32.5
12,7,2002,45.6,30.2
12,8,2002,54.6,35.1
12,9,2002,48.5,38
12,10,2002,47.4,33.7
12,11,2002,46.6,36.5
12,12,2002,53.2,42.6
12,13,2002,52.7,39.8
12,14,2002,49.4,44.9
12,15,2002,54.6,40.5
12,16,2002,64.3,44.7
12,17,2002,68.3,37.9
12,18,2002,71.1,38.6
12,19,2002,66.1,43
12,20,2002,54.3,59.6
12,21,2002,55.5,44.8
12,22,2002,58.7,45.4
12,23,2002,66.9,48.7
12,24,2002,50.9,43.1
12,25,2002,40.7,40.3
12,26,2002,43.5,37.7
12,27,2002,51.6,32.4
12,28,2002,50.9,33.7
12,29,2002,59.8,42.5
12,30,2002,68,45
12,31,2002,57.9,51.7
1,1,2003,51,60.7
1,2,2003,50.7,48.9
1,3,2003,45.7,47.9
1,4,2003,50.8,38.1
1,5,2003,55.7,35.5
1,6,2003,56.3,40.9
1,7,2003,51.1,34.3
1,8,2003,52,43.8
1,9,2003,62.6,54.3
1,10,2003,57.3,51.2
1,11,2003,46.8,37.4
1,12,2003,39.4,31.6
1,13,2003,-99,32.8
1,14,2003,42.4,37.3
1,15,2003,46,35.7
1,16,2003,51.7,30.9
1,17,2003,38.7,30.8
1,18,2003,39.5,24.5
1,19,2003,44.7,26.1
1,20,2003,62.9,42.9
1,21,2003,68.8,36.3
1,22,2003,57.2,29.5
1,23,2003,42.6,25.2
1,24,2003,35.8,19.5
1,25,2003,40.9,27.2
1,26,2003,42.6,34.7
1,27,2003,46.5,29.7
1,28,2003,58.6,28
1,29,2003,64.9,44.9
1,30,2003,52.3,39.1
1,31,2003,54.6,34.8
2,1,2003,53.7,41.5
2,2,2003,61.4,41.7
2,3,2003,68.3,48.9
2,4,2003,53.8,59.2
2,5,2003,51.1,43
2,6,2003,47.9,35.8
2,7,2003,44.2,37.2
2,8,2003,40.4,35.2
2,9,2003,43.8,34.3
2,10,2003,53.6,38.2
2,11,2003,52.1,40.2
2,12,2003,61.2,44.1
2,13,2003,62.8,38.1
2,14,2003,68.2,42.2
2,15,2003,67.2,46.8
2,16,2003,48.8,31.9
2,17,2003,43.1,26.1
2,18,2003,54.5,38
2,19,2003,63.9,40.2
2,20,2003,62.3,46.8
2,21,2003,62.6,44.6
2,22,2003,57.3,49
2,23,2003,59.9,56.4
2,24,2003,53.6,44.5
2,25,2003,42.9,48.3
2,26,2003,40.1,36.1
2,27,2003,42.1,32
2,28,2003,47.6,35.4
3,1,2003,50.6,-99
3,2,2003,55.6,50.1
3,3,2003,53.2,46.1
3,4,2003,50.3,43.2
3,5,2003,57.7,57.6
3,6,2003,48.3,60
3,7,2003,56.5,41.3
3,8,2003,62.2,41.4
3,9,2003,64.9,57.9
3,10,2003,63.7,50.1
3,11,2003,64.9,41.4
3,12,2003,68.3,48
3,13,2003,69.8,62.9
3,14,2003,66.8,53.1
3,15,2003,66.1,43.1
3,16,2003,66.6,52.3
3,17,2003,65.8,60.2
3,18,2003,64.6,60.2
3,19,2003,64.2,52.6
3,20,2003,64.9,45.7
3,21,2003,60.9,59.9
3,22,2003,57.2,58.9
3,23,2003,58.3,56.9
3,24,2003,63.5,58.1
3,25,2003,68,58.7
3,26,2003,64.9,65.4
3,27,2003,64.6,57.6
3,28,2003,62.5,59
3,29,2003,53.5,67.6
3,30,2003,50.7,50.9
3,31,2003,56.4,39.1
4,1,2003,64.4,48
4,2,2003,65.9,63.7
4,3,2003,69.1,66.1
4,4,2003,73.1,68.7
4,5,2003,73.5,66.9
4,6,2003,73.2,59.9
4,7,2003,72.8,45.1
4,8,2003,65.5,42.4
4,9,2003,53.3,43.2
4,10,2003,56.1,44.3
4,11,2003,62.9,44.7
4,12,2003,66.9,56.7
4,13,2003,69.3,57.4
4,14,2003,70.6,61.2
4,15,2003,71,66
4,16,2003,70.5,68.7
4,17,2003,75.2,66.6
4,18,2003,74.6,48.8
4,19,2003,73.6,51.2
4,20,2003,72.2,55.9
4,21,2003,70,60
4,22,2003,68.9,66.7
4,23,2003,70.3,55.9
4,24,2003,74.7,54.9
4,25,2003,75.9,58.9
4,26,2003,70.9,63.3
4,27,2003,72.6,62.1
4,28,2003,72.1,63.1
4,29,2003,73.6,68.8
4,30,2003,74.9,70.7
5,1,2003,77.1,71.4
5,2,2003,78.1,70.7
5,3,2003,78.4,66.9
5,4,2003,78.7,57.7
5,5,2003,81.4,53.2
5,6,2003,81.4,64.4
5,7,2003,82.1,70.2
5,8,2003,82.3,76.2
5,9,2003,82.2,76
5,10,2003,83.9,80.9
5,11,2003,80.9,76.4
5,12,2003,75.5,70.1
5,13,2003,77.6,66.4
5,14,2003,82.5,63.6
5,15,2003,81.8,66.9
5,16,2003,83.3,66.5
5,17,2003,81.9,62.4
5,18,2003,76.5,55.4
5,19,2003,82.3,56.2
5,20,2003,82.2,62.4
5,21,2003,77,66.4
5,22,2003,76,60.3
5,23,2003,76.9,61.8
5,24,2003,78.9,64.5
5,25,2003,79.9,67
5,26,2003,81.4,70.2
5,27,2003,76.7,64.5
5,28,2003,75.5,67.5
5,29,2003,78,65
5,30,2003,84.2,64.3
5,31,2003,83.7,65.9
6,1,2003,83.1,66.9
6,2,2003,85.3,61.4
6,3,2003,81.7,67.8
6,4,2003,80.2,71.4
6,5,2003,76.5,72.7
6,6,2003,79.1,68.7
6,7,2003,78.9,73.1
6,8,2003,81.4,75.3
6,9,2003,83.2,75
6,10,2003,84.4,73.9
6,11,2003,85.5,77.2
6,12,2003,84.6,77.7
6,13,2003,82.8,77.2
6,14,2003,75.9,78
6,15,2003,75.8,76.6
6,16,2003,77.1,72.7
6,17,2003,77,67.9
6,18,2003,80.4,74.2
6,19,2003,83.8,73.5
6,20,2003,84.9,72.1
6,21,2003,83,67.6
6,22,2003,85.8,67.1
6,23,2003,85.7,72.7
6,24,2003,83.3,74.8
6,25,2003,84.8,78.1
6,26,2003,83.1,79
6,27,2003,79.8,79.8
6,28,2003,81.7,74.2
6,29,2003,82.5,75.2
6,30,2003,81.2,79.1
7,1,2003,81.3,73.5
7,2,2003,80.9,70.5
7,3,2003,80.6,72.7
7,4,2003,78.9,76.4
7,5,2003,78.4,80.5
7,6,2003,83.6,80.4
7,7,2003,80.4,80.2
7,8,2003,78.5,82.1
7,9,2003,80.6,83.2
7,10,2003,79.4,79.2
7,11,2003,82.2,79.2
7,12,2003,82,76.8
7,13,2003,83.7,74.8
7,14,2003,83.5,73.1
7,15,2003,79.4,76.1
7,16,2003,80.6,80.2
7,17,2003,82.2,77.5
7,18,2003,83.7,79
7,19,2003,83.3,74.5
7,20,2003,84.3,76.4
7,21,2003,85.7,80.2
7,22,2003,85.8,81.7
7,23,2003,82.6,72.8
7,24,2003,80.2,75.4
7,25,2003,80.8,75.7
7,26,2003,82.5,78.4
7,27,2003,83.1,79.6
7,28,2003,83.4,80.8
7,29,2003,84,78.9
7,30,2003,84.7,73.2
7,31,2003,85.6,73.9
8,1,2003,86,77
8,2,2003,85.6,74.6
8,3,2003,86.2,77.4
8,4,2003,86.2,77.8
8,5,2003,86.4,75.4
8,6,2003,86.9,74.5
8,7,2003,89.3,76.1
8,8,2003,90.7,75.2
8,9,2003,83.5,76.8
8,10,2003,82.6,73.5
8,11,2003,79.2,75.7
8,12,2003,75.4,78.2
8,13,2003,76.1,78.1
8,14,2003,78.8,79.5
8,15,2003,83.8,80.1
8,16,2003,83.9,76
8,17,2003,83.4,77.6
8,18,2003,84.7,75.8
8,19,2003,83.6,74.9
8,20,2003,84.4,77.6
8,21,2003,83.8,77.7
8,22,2003,78.8,77.5
8,23,2003,82.6,77
8,24,2003,83.3,76.8
8,25,2003,83.7,74.7
8,26,2003,83.8,79.5
8,27,2003,83,81.7
8,28,2003,83.9,83.1
8,29,2003,84.5,83.1
8,30,2003,82.2,82.6
8,31,2003,77.3,76.9
9,1,2003,78.4,76.6
9,2,2003,78.3,78.7
9,3,2003,80.3,79.4
9,4,2003,81,76.8
9,5,2003,78.3,71.9
9,6,2003,76.2,65.8
9,7,2003,75.3,67
9,8,2003,76.2,67.1
9,9,2003,77.6,68.5
9,10,2003,79.5,66
9,11,2003,77.6,65.3
9,12,2003,73.1,65.4
9,13,2003,77.2,66.3
9,14,2003,79.4,73.1
9,15,2003,77.2,74.1
9,16,2003,78.6,71.7
9,17,2003,77.8,65.6
9,18,2003,78.5,66
9,19,2003,78.4,71.5
9,20,2003,76,70.5
9,21,2003,72.9,72.1
9,22,2003,74.8,73
9,23,2003,74.7,73.1
9,24,2003,77.2,67
9,25,2003,77.6,67.3
9,26,2003,75.6,69.4
9,27,2003,77.8,69.7
9,28,2003,76.8,69.7
9,29,2003,69.7,59.8
9,30,2003,66.6,54.3
10,1,2003,68.8,56
10,2,2003,67.7,56.8
10,3,2003,66.8,49.9
10,4,2003,69.7,58.6
10,5,2003,73.6,61
10,6,2003,75.4,60.3
10,7,2003,76.3,64.2
10,8,2003,78.6,63.6
10,9,2003,75.9,66.7
10,10,2003,74.2,63.5
10,11,2003,74.9,63.3
10,12,2003,75.7,67.1
10,13,2003,77.2,66.4
10,14,2003,76.5,65.2
10,15,2003,65.4,60.4
10,16,2003,69.9,53.7
10,17,2003,76.1,57.7
10,18,2003,68.2,57.3
10,19,2003,66.7,54.1
10,20,2003,67.5,58.1
10,21,2003,69,63.8
10,22,2003,72.7,62.8
10,23,2003,72.4,51.7
10,24,2003,74.1,47.6
10,25,2003,72.9,54.8
10,26,2003,61.6,63.2
10,27,2003,56.2,66.9
10,28,2003,61.2,53.9
10,29,2003,64.4,52.9
10,30,2003,72.7,54
10,31,2003,77.5,58.4
11,1,2003,74.6,60.7
11,2,2003,74.9,62.1
11,3,2003,74.5,62.2
11,4,2003,74.3,66.1
11,5,2003,74,73.2
11,6,2003,69.4,74
11,7,2003,59.4,67.4
11,8,2003,58.7,56.2
11,9,2003,60.4,44.7
11,10,2003,62.9,43.8
11,11,2003,75.3,49.3
11,12,2003,75.4,64.9
11,13,2003,70.3,62.1
11,14,2003,59.3,42.1
11,15,2003,68.2,46.2
11,16,2003,71.9,55.8
11,17,2003,70.4,62.7
11,18,2003,69.3,64.7
11,19,2003,61.2,66.3
11,20,2003,58.1,55.6
11,21,2003,65.7,52.5
11,22,2003,71.3,55.9
11,23,2003,69.3,55.3
11,24,2003,45.2,60.2
11,25,2003,46.2,45.8
11,26,2003,66,42.4
11,27,2003,72.8,51
11,28,2003,52.8,62.6
11,29,2003,46.7,41
11,30,2003,53.5,40.1
12,1,2003,64.1,48.4
12,2,2003,57.7,43.6
12,3,2003,60.4,34.4
12,4,2003,56,34.8
12,5,2003,50.4,35.8
12,6,2003,43.1,39
12,7,2003,45.8,37
12,8,2003,58.5,34.9
12,9,2003,67.4,40.6
12,10,2003,50.2,47.6
12,11,2003,44.5,50.8
12,12,2003,52.5,39.8
12,13,2003,50.7,36
12,14,2003,42.6,35.1
12,15,2003,56.7,38.7
12,16,2003,58.1,40.7
12,17,2003,45.9,50.1
12,18,2003,51.8,37
12,19,2003,50.1,38.2
12,20,2003,46.9,34.4
12,21,2003,55,32.3
12,22,2003,64.2,40.7
12,23,2003,58.6,49.3
12,24,2003,47.2,57.7
12,25,2003,48.8,38.9
12,26,2003,57.4,35.5
12,27,2003,64.2,39.3
12,28,2003,66.3,39.8
12,29,2003,50.7,43.8
12,30,2003,44.8,55.1
12,31,2003,50.9,42.1
1,1,2004,65.4,44.2
1,2,2004,69.8,51.4
1,3,2004,71.6,54.2
1,4,2004,71.1,62.9
1,5,2004,51,65.8
1,6,2004,41.1,47.3
1,7,2004,42,29.7
1,8,2004,45.2,30.2
1,9,2004,55.5,34.1
1,10,2004,46,27.2
1,11,2004,46.8,21
1,12,2004,51,37.5
1,13,2004,60.3,46.7
1,14,2004,59.2,42.2
1,15,2004,62.7,44.3
1,16,2004,63.1,35.5
1,17,2004,64.6,33.8
1,18,2004,53.5,45.9
1,19,2004,43.3,38.5
1,20,2004,42.6,28.5
1,21,2004,46.6,28.7
1,22,2004,51.5,38.1
1,23,2004,56.6,38
1,24,2004,63.1,43.3
1,25,2004,66.7,26.9
1,26,2004,63.7,20.6
1,27,2004,44.5,25.3
1,28,2004,42.2,30.8
1,29,2004,51.8,35.6
1,30,2004,54.1,41.2
1,31,2004,50.2,30.8
2,1,2004,54.3,29
2,2,2004,55.4,32.8
2,3,2004,46.5,40.9
2,4,2004,50.5,38.5
2,5,2004,53.9,36.9
2,6,2004,50.2,46.2
2,7,2004,44.6,45.6
2,8,2004,47.2,36.2
2,9,2004,56.7,35.9
2,10,2004,57.7,42.2
2,11,2004,51.5,45.5
2,12,2004,47.4,38.6
2,13,2004,41.7,42.4
2,14,2004,41,44.2
2,15,2004,42.5,42.7
2,16,2004,50.3,30.3
2,17,2004,54.7,28.2
2,18,2004,54.2,35.1
2,19,2004,66.4,44.3
2,20,2004,66.1,51.3
2,21,2004,61.3,58.2
2,22,2004,59.8,46.9
2,23,2004,60.1,42.3
2,24,2004,61.1,48.8
2,25,2004,53.3,43.7
2,26,2004,48,35.5
2,27,2004,51.6,35.7
2,28,2004,54.2,40.5
2,29,2004,62.7,42.9
3,1,2004,65.1,50.5
3,2,2004,66.4,60.7
3,3,2004,71.6,61.8
3,4,2004,70.2,67.2
3,5,2004,67.5,69.2
3,6,2004,64.2,68.2
3,7,2004,67.1,59.5
3,8,2004,63.7,48.1
3,9,2004,64.6,41.7
3,10,2004,59.7,42.1
3,11,2004,60.2,42.7
3,12,2004,60.6,51.9
3,13,2004,60.7,47.7
3,14,2004,64.8,48
3,15,2004,65.7,57.2
3,16,2004,68.7,57.9
3,17,2004,70.5,44
3,18,2004,72.2,43.3
3,19,2004,72,52.2
3,20,2004,70.8,50.1
3,21,2004,69.1,58.8
3,22,2004,61.4,39.9
3,23,2004,62.1,38.1
3,24,2004,66.2,47.2
3,25,2004,70.6,57.7
3,26,2004,71.8,63.9
3,27,2004,70.4,65.3
3,28,2004,73.5,63.2
3,29,2004,68.7,52.7
3,30,2004,64.9,46.2
3,31,2004,66.4,51.1
4,1,2004,68.7,49.4
4,2,2004,70.1,51
4,3,2004,69.9,49.3
4,4,2004,69.3,51.2
4,5,2004,68.6,45.9
4,6,2004,65,49.3
4,7,2004,65.9,61.2
4,8,2004,71.1,65.6
4,9,2004,70.8,63.1
4,10,2004,72.7,59.6
4,11,2004,59.4,59.1
4,12,2004,54.1,49
4,13,2004,54.6,56
4,14,2004,58.6,50.6
4,15,2004,63.7,53.7
4,16,2004,68.2,56.2
4,17,2004,72.2,64.8
4,18,2004,71.5,69.9
4,19,2004,73.1,72.5
4,20,2004,72.9,71.7
4,21,2004,74.4,71.9
4,22,2004,76.4,72.1
4,23,2004,77.5,73.3
4,24,2004,72.5,71.6
4,25,2004,70.1,69.6
4,26,2004,70.7,69.3
4,27,2004,70.7,59.9
4,28,2004,69.3,54.4
4,29,2004,73.9,61.3
4,30,2004,77.1,66.3
5,1,2004,70.2,68.5
5,2,2004,62,69.4
5,3,2004,66.8,57.2
5,4,2004,71.7,51.7
5,5,2004,72.1,59.3
5,6,2004,72.1,67.8
5,7,2004,73.2,73.5
5,8,2004,74.2,72.3
5,9,2004,75.9,73.9
5,10,2004,73.3,74
5,11,2004,72.9,73.3
5,12,2004,75.7,73
5,13,2004,74.8,71.8
5,14,2004,70.3,74.2
5,15,2004,71.1,74.3
5,16,2004,73.9,74.6
5,17,2004,76.1,72.4
5,18,2004,78.2,74.6
5,19,2004,78.4,76
5,20,2004,79.1,73.6
5,21,2004,78.9,80.2
5,22,2004,78.9,79.3
5,23,2004,79.4,78.5
5,24,2004,79.6,77.6
5,25,2004,80,81.1
5,26,2004,80.2,81.3
5,27,2004,81,76.4
5,28,2004,79.9,79.1
5,29,2004,81.7,74.6
5,30,2004,84.3,72.9
5,31,2004,85.7,76.3
6,1,2004,84.7,74.9
6,2,2004,83.6,74
6,3,2004,79.5,76.5
6,4,2004,81.6,70.4
6,5,2004,77,68.7
6,6,2004,81.9,67.8
6,7,2004,82.7,73.5
6,8,2004,78,75.6
6,9,2004,82.4,76.5
6,10,2004,83,77.3
6,11,2004,84.2,79.1
6,12,2004,84.7,72.3
6,13,2004,81.8,68.9
6,14,2004,77.1,75.6
6,15,2004,75.7,77.1
6,16,2004,74.8,78
6,17,2004,79.2,80.4
6,18,2004,82.9,83.5
6,19,2004,83.8,81.1
6,20,2004,85.1,73.5
6,21,2004,82.9,70.7
6,22,2004,80.7,77.1
6,23,2004,76.1,78.4
6,24,2004,74.7,75.3
6,25,2004,76.3,78.1
6,26,2004,75.4,74.2
6,27,2004,77.9,72
6,28,2004,78.8,71.8
6,29,2004,77.1,75.1
6,30,2004,79.3,74.8
7,1,2004,81,75.6
7,2,2004,87,82.2
7,3,2004,84,76.5
7,4,2004,84.3,78.5
7,5,2004,84.4,81.7
7,6,2004,84.1,82
7,7,2004,84.2,83.9
7,8,2004,84.4,80.8
7,9,2004,82.2,81.5
7,10,2004,80.5,82.2
7,11,2004,79.1,77.5
7,12,2004,82.1,79.5
7,13,2004,85.5,79.9
7,14,2004,86.5,82.5
7,15,2004,87.6,79.8
7,16,2004,86.5,74.8
7,17,2004,86.4,75.3
7,18,2004,86.9,74.4
7,19,2004,84.3,75.5
7,20,2004,84.1,76.3
7,21,2004,82.9,77.8
7,22,2004,82,78.1
7,23,2004,83.2,77.8
7,24,2004,84,76.2
7,25,2004,84.6,72.2
7,26,2004,78.3,77.4
7,27,2004,79.4,79.2
7,28,2004,80.5,77.4
7,29,2004,82.7,76.8
7,30,2004,83.6,77.2
7,31,2004,85.2,79.1
8,1,2004,87,79.7
8,2,2004,84.8,76.8
8,3,2004,87.5,77.8
8,4,2004,87,80.1
8,5,2004,87.9,79.3
8,6,2004,85.2,69.7
8,7,2004,80.2,65.2
8,8,2004,80.7,70.2
8,9,2004,83.7,72.5
8,10,2004,83.4,75.8
8,11,2004,82.8,76.7
8,12,2004,80.2,73.3
8,13,2004,75.4,72.7
8,14,2004,76.8,69.2
8,15,2004,75.6,65.6
8,16,2004,77,71
8,17,2004,78.7,73.3
8,18,2004,78.9,76.7
8,19,2004,81.8,78.5
8,20,2004,84.1,80.2
8,21,2004,81.5,80.2
8,22,2004,77.6,73.8
8,23,2004,82.2,72.6
8,24,2004,85.8,73.8
8,25,2004,86.4,73
8,26,2004,86.4,73.5
8,27,2004,85.7,77.3
8,28,2004,81.4,77
8,29,2004,79,75.6
8,30,2004,82.8,74.7
8,31,2004,81.6,77
9,1,2004,78,75.8
9,2,2004,78.3,73.6
9,3,2004,75.7,71.3
9,4,2004,79,73
9,5,2004,81.2,74.3
9,6,2004,82.7,75.8
9,7,2004,78.9,73.8
9,8,2004,78.2,76.8
9,9,2004,78,76.7
9,10,2004,80.4,72.4
9,11,2004,82.1,72.3
9,12,2004,83.2,70.5
9,13,2004,81.2,69.8
9,14,2004,79.6,69.5
9,15,2004,82.2,67.4
9,16,2004,84.9,70.5
9,17,2004,85.4,77
9,18,2004,84.8,66.4
9,19,2004,82.2,63.9
9,20,2004,78.5,60.6
9,21,2004,79.2,60.9
9,22,2004,78.8,66.5
9,23,2004,78.9,69.5
9,24,2004,77.5,69.3
9,25,2004,77.4,65.5
9,26,2004,78.1,68.1
9,27,2004,78.5,70.5
9,28,2004,79.6,73.7
9,29,2004,77.8,69.6
9,30,2004,76.2,69
10,1,2004,77.8,71.3
10,2,2004,79.1,72.6
10,3,2004,80,68.3
10,4,2004,80.3,69.1
10,5,2004,71.1,61.2
10,6,2004,74.9,59.3
10,7,2004,74,58
10,8,2004,74.8,60.3
10,9,2004,72.8,61.2
10,10,2004,70.3,65.5
10,11,2004,70.2,59
10,12,2004,70.1,57.9
10,13,2004,69.2,67.5
10,14,2004,67.9,62.6
10,15,2004,64.8,62.5
10,16,2004,72.1,55.6
10,17,2004,79,53.5
10,18,2004,83.3,58.7
10,19,2004,84.1,70.5
10,20,2004,83.3,64
10,21,2004,82.4,58.6
10,22,2004,82.2,58.8
10,23,2004,76.4,54.6
10,24,2004,77.5,55.3
10,25,2004,79.7,59.9
10,26,2004,78.3,57.7
10,27,2004,79,53.2
10,28,2004,79.3,58.9
10,29,2004,78.4,59.3
10,30,2004,79,67.8
10,31,2004,77.5,70.5
11,1,2004,70.9,69.8
11,2,2004,65.8,68.4
11,3,2004,59,70.4
11,4,2004,55.8,59
11,5,2004,57.7,56.3
11,6,2004,59,49.2
11,7,2004,62.8,55.1
11,8,2004,65,55.1
11,9,2004,61.9,44.1
11,10,2004,65.3,41.7
11,11,2004,67.6,47.4
11,12,2004,52.9,58.1
11,13,2004,53.7,49.7
11,14,2004,54.8,42.2
11,15,2004,63.3,39.3
11,16,2004,68.6,43.5
11,17,2004,68.7,48.3
11,18,2004,66.2,53.7
11,19,2004,63.2,59.4
11,20,2004,64,61.5
11,21,2004,66.9,60.2
11,22,2004,67.4,57.3
11,23,2004,72.5,58.6
11,24,2004,60.7,61.5
11,25,2004,50.1,61.4
11,26,2004,58.2,40
11,27,2004,68.2,39.7
11,28,2004,55.2,53.8
11,29,2004,67.8,45.7
11,30,2004,55.4,46
12,1,2004,44.4,57.9
12,2,2004,52,43.6
12,3,2004,51.2,43.8
12,4,2004,56.2,41.5
12,5,2004,63.1,45
12,6,2004,71.5,50.4
12,7,2004,65.3,60
12,8,2004,56.9,64.3
12,9,2004,66.2,49.7
12,10,2004,61.8,59.7
12,11,2004,55.4,51.5
12,12,2004,59.2,44.8
12,13,2004,60.9,48.3
12,14,2004,47,36.9
12,15,2004,40.8,31.5
12,16,2004,46.5,32
12,17,2004,52.4,39.4
12,18,2004,51.9,40.1
12,19,2004,53.2,36
12,20,2004,53,23.1
12,21,2004,62.7,33.8
12,22,2004,55.6,46
12,23,2004,36.4,58.9
12,24,2004,34.3,37.1
12,25,2004,37.3,31.6
12,26,2004,39.8,30.7
12,27,2004,45.1,32.1
12,28,2004,51.7,29.5
12,29,2004,60.2,40.2
12,30,2004,64.5,50.9
12,31,2004,67.2,50.8
1,1,2005,66.3,54.4
1,2,2005,69.1,54.8
1,3,2005,69.9,56
1,4,2005,69,62.3
1,5,2005,71.2,62.2
1,6,2005,46.1,62.3
1,7,2005,44.7,59.6
1,8,2005,49.8,58.5
1,9,2005,56.7,48.5
1,10,2005,68.3,44.9
1,11,2005,70.3,47.9
1,12,2005,70.3,55.1
1,13,2005,59.9,65.9
1,14,2005,48.2,60.5
1,15,2005,46.6,38.8
1,16,2005,45.2,36.1
1,17,2005,42.6,30.8
1,18,2005,42.3,22.3
1,19,2005,51.1,20.4
1,20,2005,63.3,32.3
1,21,2005,63,33.6
1,22,2005,66.9,29
1,23,2005,44,26.4
1,24,2005,43.4,24.7
1,25,2005,56.3,38.2
1,26,2005,67,45.3
1,27,2005,57.5,42.2
1,28,2005,47.2,25.2
1,29,2005,48.7,25.9
1,30,2005,48.4,32.9
1,31,2005,48.3,35.2
2,1,2005,45.6,35
2,2,2005,44.7,34.9
2,3,2005,45.6,36.8
2,4,2005,45.5,37.8
2,5,2005,49.2,44.1
2,6,2005,59.4,43.9
2,7,2005,64.1,49
2,8,2005,60.2,53.7
2,9,2005,59.8,56.6
2,10,2005,49.2,51.1
2,11,2005,51.6,36.4
2,12,2005,56,39.6
2,13,2005,64.9,47.5
2,14,2005,66.1,50.9
2,15,2005,66.9,53.9
2,16,2005,69.7,56.7
2,17,2005,60.8,47.9
2,18,2005,55.8,38.3
2,19,2005,57.9,37.5
2,20,2005,69,43
2,21,2005,72.4,49
2,22,2005,70.5,51.9
2,23,2005,70.3,51.5
2,24,2005,61.9,41.3
2,25,2005,52.5,35.5
2,26,2005,51.3,36.3
2,27,2005,55.4,38.9
2,28,2005,54.8,36.5
3,1,2005,55.3,38.4
3,2,2005,52.9,35.1
3,3,2005,50.2,35.2
3,4,2005,57.8,37.7
3,5,2005,60.1,47.4
3,6,2005,62.7,42.3
3,7,2005,65.1,53.2
3,8,2005,61.2,52.7
3,9,2005,60.3,36.7
3,10,2005,57.2,40
3,11,2005,64.8,45.8
3,12,2005,63.1,45.5
3,13,2005,71.7,54.4
3,14,2005,60,45.2
3,15,2005,56.2,39.6
3,16,2005,49.5,41.3
3,17,2005,47.4,35.4
3,18,2005,55.4,41.1
3,19,2005,66.5,45.1
3,20,2005,64.3,53.7
3,21,2005,67,51.5
3,22,2005,70.1,50.3
3,23,2005,62.2,60.8
3,24,2005,64.7,56.8
3,25,2005,70.1,52.4
3,26,2005,69.7,47.6
3,27,2005,55,52.6
3,28,2005,55.5,59.8
3,29,2005,64.5,58
3,30,2005,73.2,60.2
3,31,2005,71.9,61.7
4,1,2005,66.4,60.4
4,2,2005,59.2,61
4,3,2005,61.6,52.9
4,4,2005,65,60.1
4,5,2005,69.7,62.2
4,6,2005,71.9,67.7
4,7,2005,66.5,67.6
4,8,2005,67.5,63.8
4,9,2005,67.7,59.8
4,10,2005,69.4,56.3
4,11,2005,73.8,63.1
4,12,2005,67.3,56.5
4,13,2005,69.4,46.3
4,14,2005,67.2,49.9
4,15,2005,65.1,52.6
4,16,2005,66,49.6
4,17,2005,67,52.7
4,18,2005,68.9,61
4,19,2005,68.4,66.2
4,20,2005,70.6,69.7
4,21,2005,73.1,69.9
4,22,2005,74.9,66.2
4,23,2005,69.7,64.9
4,24,2005,61.2,47.9
4,25,2005,63.8,50.2
4,26,2005,69.7,56.6
4,27,2005,67.5,60.8
4,28,2005,74.4,56.4
4,29,2005,76.5,58.5
4,30,2005,66.8,65.9
5,1,2005,60.1,62.8
5,2,2005,64.6,55.9
5,3,2005,66.2,57
5,4,2005,66.9,55.4
5,5,2005,66.8,56.8
5,6,2005,70.3,49.5
5,7,2005,69.2,55.2
5,8,2005,70.2,63.3
5,9,2005,70.4,63.1
5,10,2005,76.7,66.5
5,11,2005,75.3,71.6
5,12,2005,75.8,72.7
5,13,2005,74.5,64.1
5,14,2005,74.8,68.7
5,15,2005,76.5,71.6
5,16,2005,72.4,67.2
5,17,2005,72.8,66.2
5,18,2005,74.9,67.9
5,19,2005,76,70
5,20,2005,78.7,68
5,21,2005,82.3,59.9
5,22,2005,84.8,63.7
5,23,2005,83,71.2
5,24,2005,80.7,64.2
5,25,2005,81.1,58.7
5,26,2005,79.8,66.6
5,27,2005,78,70.1
5,28,2005,80.5,70.5
5,29,2005,78.8,66.9
5,30,2005,73.5,69.3
5,31,2005,77.7,67.3
6,1,2005,76.9,66
6,2,2005,79.4,61.9
6,3,2005,81,65.4
6,4,2005,82.3,72.2
6,5,2005,81.9,76.2
6,6,2005,82.8,79.6
6,7,2005,84.1,78.6
6,8,2005,84,74.2
6,9,2005,83.3,78.1
6,10,2005,82.6,78.1
6,11,2005,81.5,76.6
6,12,2005,83.5,77.8
6,13,2005,82.9,80.1
6,14,2005,84.4,83.1
6,15,2005,83.1,83.1
6,16,2005,86.4,78.6
6,17,2005,85.6,74.3
6,18,2005,85.5,70.9
6,19,2005,81.6,71
6,20,2005,81.9,69.4
6,21,2005,82,69
6,22,2005,82.6,76.3
6,23,2005,83.5,75.3
